end_id	source_id	sample_id	assay	evidence_class	author_endpoint_id	published_reference_accession	reference_assembly	reference_name	replicon_label	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	signal_or_score	author_category	associated_gene_or_locus	pmid	doi	source_table_or_file	coordinate_interpretation	original_row_reference	qc_status	note
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_1603_r000002	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_1603	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	1603	1602	1603	+	58.0	NA	SP_0001	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=2	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_2888_r000003	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_2888	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	2888	2887	2888	+	7221.0	NA	SP_0002	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=3	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_4364_r000004	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_4364	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	4364	4363	4364	+	8298.0	NA	SP_0004	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=4	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_8802_r000005	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_8802	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	8802	8801	8802	+	41.0	NA	SP_0007	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=5	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_9187_r000006	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_9187	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	9187	9186	9187	+	85.0	NA	SP_0008	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=6	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_10638_r000007	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_10638	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	10638	10637	10638	+	32.0	NA	SP_0010	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=7	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_11813_r000008	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_11813	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	11813	11812	11813	+	324.0	NA	SP_0011	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=8	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_12421_r000009	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_12421	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	12421	12420	12421	+	342.0	NA	SP_0012	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=9	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_14358_r000010	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_14358	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	14358	14357	14358	+	53252.0	NA	SP_0013	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=10	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_15066_r000011	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_15066	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	15066	15065	15066	+	34.0	NA	SP_0014	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=11	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_15237_r000012	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_15237	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	15237	15236	15237	+	2051.0	NA	SP_2242	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=12	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_16931_r000013	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_16931	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	16931	16930	16931	+	833.0	NA	SP_rrnaA16S	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=13	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_17019_r000014	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_17019	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	17019	17018	17019	+	74.0	NA	SP_2243	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=14	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
BTED_BATTER_S1_006_SRP136114_POOLED_TERMSEQ_NC_003028-3_plus_17418_r000015	BATTER_S1_006	SRP136114_POOLED_TERMSEQ	Term-seq (3-prime end sequencing)	author_called_endpoint	BATTER_S1_006_NC_003028_3_F_17418	NC_003028.3	GCF_000006885.1	NC_003028.3	NC_003028.3	17418	17417	17418	+	2334.0	NA	5_8S_rRNA	30517198	10.1371/journal.ppat.1007461	Supplementary Table S2	author TTS treated as 1-based; BED start=TTS-1	data/spneumoniae/processed/BATTER_S1_006/published_termseq_tts.tsv:row=15	migrated_coordinate_and_bed_checked	Author-called Term-seq TTS; author threshold and locus relationships are retained in the processing record.
