end_id	source_id	sample_id	assay	evidence_class	author_endpoint_id	published_reference_accession	reference_assembly	reference_name	replicon_label	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	signal_or_score	author_category	associated_gene_or_locus	pmid	doi	source_table_or_file	coordinate_interpretation	original_row_reference	qc_status	note
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_324_r000002	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0001	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	324	323	324	-	-5.357070719	P	CRV15_00010	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=2	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_12796_r000003	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0002	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	12796	12795	12796	-	-3.730631516	P	CRV15_00060	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=3	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_13482_r000004	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0003	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	13482	13481	13482	-	-1.573903128	P	CRV15_00065	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=4	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_13489_r000005	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0004	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	13489	13488	13489	+	3.324021715	N	N	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=5	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_25027_r000006	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0005	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	25027	25026	25027	-	-2.227871694	P	CRV15_00120	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=6	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_38398_r000007	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0006	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	38398	38397	38398	-	-3.518844404	S	CRV15_00180	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=7	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_38476_r000008	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0007	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	38476	38475	38476	-	-5.16389084	P	CRV15_00180	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=8	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_53458_r000009	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0008	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	53458	53457	53458	+	3.093627372	P	CRV15_00225	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=9	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_plus_63778_r000010	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0009	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	63778	63777	63778	+	1.680618089	P	CRV15_00275	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=10	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
BTED_BATTER_S1_017_HWANG2021_TERMSEQ_PUBLISHED_TEP_CP027858-1_minus_93378_r000011	BATTER_S1_017	HWANG2021_TERMSEQ_PUBLISHED_TEP	Term-seq	author_called_endpoint	TEP-0010	CP027858.1	GCF_005519465.1	CP027858.1	Chromosome	93378	93377	93378	-	-20.50341989	Pre	CRV15_00395	33947798	10.1128/mSystems.01013-20	Data Set S1 Sheet1	author TEP position treated as 1-based; BED start=Position-1	data/scla2021_hwang/processed/BATTER_S1_017/published_termseq_teps.tsv:row=11	migrated_coordinate_and_bed_checked	Author-called Term-seq TEP; independent from BATTER_S1_015 despite shared strain/reference.
