end_id	source_id	sample_id	assay	evidence_class	author_endpoint_id	published_reference_accession	reference_assembly	reference_name	replicon_label	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	signal_or_score	author_category	associated_gene_or_locus	pmid	doi	source_table_or_file	coordinate_interpretation	original_row_reference	qc_status	note
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_87880_r000002	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000001	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	87880	87879	87880	+	17.8869542221848	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=2	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_91741_r000003	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000002	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	91741	91740	91741	+	24.9968126345036	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=3	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_93724_r000004	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000003	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	93724	93723	93724	+	117.175594198593	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=4	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_212322_r000005	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000004	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	212322	212321	212322	-	12.7072941622006	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=5	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_217455_r000006	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000005	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	217455	217454	217455	-	64.3169062754211	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=6	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_223950_r000007	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000006	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	223950	223949	223950	-	21.4128038460927	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=7	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_240829_r000008	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000007	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	240829	240828	240829	-	24.0090518335519	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=8	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_294954_r000009	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000008	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	294954	294953	294954	+	20.8050982690268	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=9	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_295236_r000010	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000009	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	295236	295235	295236	+	14.3218661104231	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=10	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_369212_r000011	BATTER_S1_014	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000010	CP020700	GCF_003932715.1	CP020700.1	CP020700.1	369212	369211	369212	+	164.938698421556	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_014/published_termseq_endpoints.tsv:row=11	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
