end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	z_score	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_87880_r000002	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000001	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000001	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	87880	87879	87880	+	17.8869542221848	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_91741_r000003	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000002	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000002	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	91741	91740	91741	+	24.9968126345036	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_93724_r000004	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000003	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000003	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	93724	93723	93724	+	117.175594198593	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_212322_r000005	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000004	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000004	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	212322	212321	212322	-	12.7072941622006	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_217455_r000006	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000005	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000005	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	217455	217454	217455	-	64.3169062754211	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_223950_r000007	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000006	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000006	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	223950	223949	223950	-	21.4128038460927	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_minus_240829_r000008	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000007	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_R_000007	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	240829	240828	240829	-	24.0090518335519	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_294954_r000009	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000008	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000008	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	294954	294953	294954	+	20.8050982690268	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_295236_r000010	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000009	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000009	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	295236	295235	295236	+	14.3218661104231	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_014_LEE2020_TERMSEQ_PUBLISHED_TTS_CP020700-1_plus_369212_r000011	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000010	BATTER_S1_014_LEE2020_TERMSEQ_CP020700_1_F_000010	BATTER_S1_014	Streptomyces tsukubensis NRRL 18488	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP020700	CP020700.1	369212	369211	369212	+	164.938698421556	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
