end_id	source_id	sample_id	assay	evidence_class	author_endpoint_id	published_reference_accession	reference_assembly	reference_name	replicon_label	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	signal_or_score	author_category	associated_gene_or_locus	pmid	doi	source_table_or_file	coordinate_interpretation	original_row_reference	qc_status	note
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_minus_44000_r000002	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_R_000001	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	44000	43999	44000	-	12.6064286837324	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=2	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_minus_44062_r000003	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_R_000002	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	44062	44061	44062	-	13.7688054884235	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=3	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_44108_r000004	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000003	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	44108	44107	44108	+	88.0863430682788	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=4	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_57861_r000005	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000004	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	57861	57860	57861	+	90.6942621330249	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=5	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_67731_r000006	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000005	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	67731	67730	67731	+	14.6382730640172	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=6	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_69455_r000007	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000006	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	69455	69454	69455	+	165.425895029272	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=7	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_minus_70668_r000008	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_R_000007	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	70668	70667	70668	-	48.6719535814726	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=8	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_79935_r000009	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000008	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	79935	79934	79935	+	23.531927598067	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=9	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_98114_r000010	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000009	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	98114	98113	98114	+	16.6194918453678	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=10	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
BTED_BATTER_S1_010_LEE2020_TERMSEQ_PUBLISHED_TTS_BA000030-4_plus_98167_r000011	BATTER_S1_010	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_endpoint	BATTER_S1_010_LEE2020_TERMSEQ_BA000030_4_F_000010	BA000030	GCF_000009765.2	BA000030.4	BA000030.4	98167	98166	98167	+	69.0095355641824	NA	NA	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1	data/streptomyces_lee2020/processed/BATTER_S1_010/published_termseq_endpoints.tsv:row=11	migrated_coordinate_and_bed_checked	Author-published Term-seq endpoint.
