end_id	source_id	sample_id	assay	evidence_class	author_endpoint_id	published_reference_accession	reference_assembly	reference_name	replicon_label	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	signal_or_score	author_category	associated_gene_or_locus	pmid	doi	source_table_or_file	coordinate_interpretation	original_row_reference	qc_status	note
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_3657_r000002	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0001	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	3657	3656	3657	-	1	b	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=2	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_plus_3767_r000003	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0002	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	3767	3766	3767	+	3	d2	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=3	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_8304_r000004	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0003	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	8304	8303	8304	-	1	a1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=4	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_8308_r000005	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0004	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	8308	8307	8308	-	1	a1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=5	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_8309_r000006	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0005	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	8309	8308	8309	-	1	a1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=6	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_8909_r000007	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0006	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	8909	8908	8909	-	1	d1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=7	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_8913_r000008	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0007	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	8913	8912	8913	-	2	d1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=8	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_9208_r000009	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0008	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	9208	9207	9208	-	1	d1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=9	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_9576_r000010	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0009	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	9576	9575	9576	-	1	d1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=10	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
BTED_BATTER_S1_009_GSE139939_MULTI_CONDITION_TERMSEQ_CP023715-1_minus_11116_r000011	BATTER_S1_009	GSE139939_MULTI_CONDITION_TERMSEQ	Term-seq + TSS-seq processing-site exclusion	author_called_endpoint	TERM_0010	CP023715.1	GCF_003054575.1	CP023715.1	ZM4	11116	11115	11116	-	1	d1	NA	32694125	10.1128/mSystems.00250-20	Data Set S3: TTS_list	author legend states 1-based; BED start=position-1	data/zmobilis/processed/BATTER_S1_009/processing_filtered_termseq_tts.tsv:row=11	migrated_coordinate_and_bed_checked	Author-published Term-seq TTS after processing-site filtering; pure TransTermHP predictions are excluded.
