end_id	source_record_id	source_end_id	source_id	species	sample_id	assay	evidence_class	published_reference_accession	reference_name	biological_coordinate_1based	bed_start_0based	bed_end_0based	strand	z_score	pmid	doi	source_table	coordinate_interpretation
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_minus_894_r000002	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000001	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000001	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	894	893	894	-	16.3291052321882	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_minus_12796_r000003	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000002	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000002	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	12796	12795	12796	-	15.146336727598	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_minus_25519_r000004	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000003	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000003	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	25519	25518	25519	-	16.2823681110251	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_minus_93378_r000005	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000004	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000004	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	93378	93377	93378	-	54.6506378398909	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_plus_164135_r000006	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000005	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000005	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	164135	164134	164135	+	16.9967396017251	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_plus_164324_r000007	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000006	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000006	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	164324	164323	164324	+	19.0543120039998	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_minus_170087_r000008	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000007	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_R_000007	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	170087	170086	170087	-	55.596040327893	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_plus_170101_r000009	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000008	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000008	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	170101	170100	170101	+	73.9902439545557	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_plus_217763_r000010	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000009	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000009	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	217763	217762	217763	+	45.073293500904	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_plus_218841_r000011	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000010	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000010	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	218841	218840	218841	+	23.2711696441424	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
BTED_BATTER_S1_015_LEE2020_TERMSEQ_PUBLISHED_TTS_CP027858-1_plus_227199_r000012	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000011	BATTER_S1_015_LEE2020_TERMSEQ_CP027858_1_F_000011	BATTER_S1_015	Streptomyces clavuligerus ATCC 27064	LEE2020_TERMSEQ_PUBLISHED_TTS	Term-seq	author_called_termseq_tts	CP027858	CP027858.1	227199	227198	227199	+	16.6369276059572	33319794	10.1038/s41597-020-00775-w	Figshare Dataset 2	author genomic position treated as 1-based; BED start=position-1
